Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default P(X),Loss (X),X.P(X),Expected loss,,,,
2342,19.06,15.13%,0.0045,1617622.2,7279.2999,,,,,
2343,8.79,15.39%,0.0011,743721.9,818.09409,,,,,
2344,14.51,7.64%,0.0097,1340143.6,12999.39292,,,,,
2345,10.86,29.37%,0.0055,767041.8,4218.7299,,,,,
2346,9.99,6.90%,0.0041,930069,3813.2829,,,,,
2347,9.46,34.77%,0.0046,617075.8,2838.54868,,,,,
2348,11.74,16.47%,0.0015,980642.2,1470.9633,,,,,
2349,13.77,19.24%,0.0004,1112065.2,444.82608,,,,,
2350,10.77,26.22%,0.0007,794610.6,556.22742,,,,,
2351,23.09,16.37%,0,1931016.7,0,,,,,
2352,23.62,32.52%,0.0051,1593877.6,8128.77576,,,,,
2353,16.11,5.08%,0.0087,1529161.2,13303.70244,,,,,
2354,4.19,27.25%,0.0027,304822.5,823.02075,,,,,
2355,3.35,24.48%,0.0015,252992,379.488,,,,,
2356,2.61,21.62%,0.0013,204571.8,265.94334,,,,,
2357,20.69,0.00%,0.0006,2069000,1241.4,,,,,
2358,5.79,4.04%,0.006,555608.4,3333.6504,,,,,
2359,22.84,17.79%,0.0007,1877676.4,1314.37348,,,,,
2360,18.21,19.49%,0.0082,1466087.1,12021.91422,,,,,
2361,13.16,37.58%,0.0043,821447.2,3532.22296,,,,,
2362,7.51,35.50%,0.0079,484395,3826.7205,,,,,
2363,14.5,3.85%,0.0095,1394175,13244.6625,,,,,
2364,0.98,37.25%,0.0081,61495,498.1095,,,,,
2365,24.66,4.37%,0.0014,2358235.8,3301.53012,,,,,
2366,6.56,17.36%,0.0009,542118.4,487.90656,,,,,
2367,17.74,38.17%,0.0065,1096864.2,7129.6173,,,,,
2368,1.56,31.65%,0.0006,106626,63.9756,,,,,
2369,8.01,37.72%,0.0061,498862.8,3043.06308,,,,,
2370,22.97,5.45%,0.0013,2171813.5,2823.35755,,,,,
2371,8.88,13.67%,0.0078,766610.4,5979.56112,,,,,
2372,3.7,37.96%,0.0046,229548,1055.9208,,,,,
2373,3.6,13.48%,0.0015,311472,467.208,,,,,
2374,3.61,1.12%,0.0056,356956.8,1998.95808,,,,,
2375,11.21,19.34%,0.0047,904198.6,4249.73342,,,,,
2376,17.47,2.65%,0.0045,1700704.5,7653.17025,,,,,
2377,23.29,20.67%,0.0059,1847595.7,10900.81463,,,,,
2378,15.69,1.25%,0.0086,1549387.5,13324.7325,,,,,
2379,22.74,38.95%,0.0007,1388277,971.7939,,,,,
2380,14.09,0.12%,0.0027,1407309.2,3799.73484,,,,,
2381,20.97,37.64%,0.0052,1307689.2,6799.98384,,,,,
2382,24.29,5.21%,0.0042,2302449.1,9670.28622,,,,,
2383,4.49,16.13%,0.0062,376576.3,2334.77306,,,,,
2384,12.07,38.76%,0.0027,739166.8,1995.75036,,,,,
2385,4.51,12.84%,0.0016,393091.6,628.94656,,,,,
2386,13.56,14.73%,0.0009,1156261.2,1040.63508,,,,,
2387,15.86,18.75%,0.0048,1288625,6185.4,,,,,
2388,5.44,27.93%,0.0036,392060.8,1411.41888,,,,,
2389,17.07,38.61%,0.0014,1047927.3,1467.09822,,,,,
2390,24.8,0.27%,0.0071,2473304,17560.4584,,,,,
2391,15.58,26.82%,0.0051,1140144.4,5814.73644,,,,,
2392,8.97,8.79%,0.0075,818153.7,6136.15275,,,,,
2393,20.93,38.44%,0.002,1288450.8,2576.9016,,,,,
2394,15.3,7.26%,0.0048,1418922,6810.8256,,,,,
2395,9.21,5.01%,0.0023,874857.9,2012.17317,,,,,
2396,14.17,7.97%,0.0063,1304065.1,8215.61013,,,,,
2397,2.95,1.56%,0.0058,290398,1684.3084,,,,,
2398,0.64,37.42%,0.0096,40051.2,384.49152,,,,,
2399,1,0.35%,0.0001,99650,9.965,,,,,
2400,17.13,26.63%,0.0057,1256828.1,7163.92017,,,,,
2401,6,32.73%,0.009,403620,3632.58,,,,,
2402,12.05,4.17%,0.0054,1154751.5,6235.6581,,,,,
2403,0.84,8.46%,0.0072,76893.6,553.63392,,,,,
2404,21.57,21.61%,0.0029,1690872.3,4903.52967,,,,,
2405,11.74,28.67%,0.0049,837414.2,4103.32958,,,,,
2406,1.57,16.00%,0.0082,131880,1081.416,,,,,
2407,1.27,27.86%,0.0031,91617.8,284.01518,,,,,
2408,4.35,2.63%,0.0001,423559.5,42.35595,,,,,
2409,15.01,15.83%,0.0051,1263391.7,6443.29767,,,,,
2410,3.38,38.18%,0.0029,208951.6,605.95964,,,,,
2411,16.82,19.43%,0.0057,1355187.4,7724.56818,,,,,
2412,0.01,6.30%,0.001,937,0.937,,,,,
2413,17.35,2.19%,0.0092,1697003.5,15612.4322,,,,,
2414,16.42,23.36%,0.0071,1258428.8,8934.84448,,,,,
2415,24.69,15.26%,0.0008,2092230.6,1673.78448,,,,,
2416,4.29,8.85%,0.0067,391033.5,2619.92445,,,,,
2417,24.44,31.81%,0.0009,1666563.6,1499.90724,,,,,
2418,7.32,3.74%,0.0093,704623.2,6552.99576,,,,,
2419,4.58,17.04%,0.0027,379956.8,1025.88336,,,,,
2420,18.31,23.14%,0.0054,1407306.6,7599.45564,,,,,
2421,17.31,31.00%,0.0048,1194390,5733.072,,,,,
2422,6.39,24.78%,0.0088,480655.8,4229.77104,,,,,
2423,11.88,6.84%,0.0057,1106740.8,6308.42256,,,,,
2424,8.06,33.90%,0.0065,532766,3462.979,,,,,
2425,13.87,13.70%,0.0013,1196981,1556.0753,,,,,
2426,12.82,4.11%,0.0034,1229309.8,4179.65332,,,,,
2427,8.84,10.37%,0.0088,792329.2,6972.49696,,,,,
2428,0.61,20.05%,0.0032,48769.5,156.0624,,,,,
2429,21.67,6.32%,0.0077,2030045.6,15631.35112,,,,,
2430,7.46,29.27%,0.0038,527645.8,2005.05404,,,,,
2431,3.78,28.64%,0.0062,269740.8,1672.39296,,,,,
2432,10.22,25.94%,0.0006,756893.2,454.13592,,,,,
2433,11.62,4.80%,0.0056,1106224,6194.8544,,,,,
2434,15.1,20.63%,0.0079,1198487,9468.0473,,,,,
2435,18.94,8.57%,0.0098,1731684.2,16970.50516,,,,,
2436,9.56,32.05%,0.0063,649602,4092.4926,,,,,
2437,7.5,32.62%,0.0067,505350,3385.845,,,,,
2438,4.02,22.43%,0.0043,311831.4,1340.87502,,,,,
2439,23.69,36.34%,0.0011,1508105.4,1658.91594,,,,,
2440,5.47,19.91%,0.0029,438092.3,1270.46767,,,,,
2441,10.41,22.13%,0.0069,810626.7,5593.32423,,,,,
2442,2.58,32.02%,0.0021,175388.4,368.31564,,,,,
2443,16.55,29.93%,0.0085,1159658.5,9857.09725,,,,,
2444,11.21,21.79%,0.0094,876734.1,8241.30054,,,,,
2445,9.42,38.95%,0.007,575091,4025.637,,,,,
2446,5.26,23.25%,0.0044,403705,1776.302,,,,,
2447,21.2,2.17%,0.0002,2073996,414.7992,,,,,
2448,0.02,6.96%,0.0042,1860.8,7.81536,,,,,
2449,22.2,9.01%,0.0008,2019978,1615.9824,,,,,
2450,21.66,24.90%,0.0092,1626666,14965.3272,,,,,
2451,11.73,14.31%,0.0061,1005143.7,6131.37657,,,,,
2452,8.22,22.95%,0.0098,633351,6206.8398,,,,,
2453,7.95,39.93%,0.0074,477556.5,3533.9181,,,,,
2454,24.72,19.02%,0.0022,2001825.6,4404.01632,,,,,
2455,15.36,10.19%,0.0096,1379481.6,13243.02336,,,,,
2456,16.3,22.48%,0.0044,1263576,5559.7344,,,,,
2457,8.67,20.80%,0.003,686664,2059.992,,,,,
2458,4.16,17.75%,0.0048,342160,1642.368,,,,,
2459,19.95,4.55%,0.004,1904227.5,7616.91,,,,,
2460,0.83,7.74%,0.0036,76575.8,275.67288,,,,,
2461,13.87,10.62%,0.0088,1239700.6,10909.36528,,,,,
2462,17.87,5.90%,0.0047,1681567,7903.3649,,,,,
2463,3.82,38.53%,0.0083,234815.4,1948.96782,,,,,
2464,17.44,36.08%,0.0052,1114764.8,5796.77696,,,,,
2465,7.16,35.61%,0.0049,461032.4,2259.05876,,,,,
2466,3.1,7.39%,0.0071,287091,2038.3461,,,,,
2467,14.82,29.48%,0.0007,1045106.4,731.57448,,,,,
2468,10.93,25.83%,0.0005,810678.1,405.33905,,,,,
2469,6.83,28.29%,0.0083,489779.3,4065.16819,,,,,
2470,4.73,20.76%,0.0052,374805.2,1948.98704,,,,,
2471,9.04,8.21%,0.0084,829781.6,6970.16544,,,,,
2472,7.89,24.30%,0.0067,597273,4001.7291,,,,,
2473,10.43,21.93%,0.0042,814270.1,3419.93442,,,,,
2474,22.4,18.38%,0.0016,1828288,2925.2608,,,,,
2475,21.08,37.86%,0.0003,1309911.2,392.97336,,,,,
2476,20.91,25.92%,0.0094,1549012.8,14560.72032,,,,,
2477,0.15,22.57%,0.0021,11614.5,24.39045,,,,,
2478,14.22,13.45%,0.0009,1230741,1107.6669,,,,,
2479,11.64,4.05%,0.006,1116858,6701.148,,,,,
2480,3.08,12.30%,0.0086,270116,2322.9976,,,,,
2481,16.38,0.90%,0.0007,1623258,1136.2806,,,,,
2482,8.02,4.96%,0.0051,762220.8,3887.32608,,,,,
2483,8.3,5.88%,0.0041,781196,3202.9036,,,,,
2484,0.18,23.00%,0.0039,13860,54.054,,,,,
2485,13.07,6.79%,0.0014,1218254.7,1705.55658,,,,,
2486,24.36,32.67%,0.0085,1640158.8,13941.3498,,,,,
2487,22.82,18.55%,0.0043,1858689,7992.3627,,,,,
2488,19.72,6.58%,0.0042,1842242.4,7737.41808,,,,,
2489,13.36,1.00%,0.0023,1322640,3042.072,,,,,
2490,21.29,37.23%,0.0095,1336373.3,12695.54635,,,,,
2491,14.96,30.90%,0.0025,1033736,2584.34,,,,,
2492,11.53,16.14%,0.0026,966905.8,2513.95508,,,,,
2493,20.54,27.42%,0.0047,1490793.2,7006.72804,,,,,
2494,4.05,11.46%,0.0074,358587,2653.5438,,,,,
2495,10.08,7.65%,0.0099,930888,9215.7912,,,,,
2496,7.59,4.17%,0.0093,727349.7,6764.35221,,,,,
2497,22.41,18.55%,0.0089,1825294.5,16245.12105,,,,,
2498,9.59,22.45%,0.006,743704.5,4462.227,,,,,
2499,18.12,18.89%,0.0085,1469713.2,12492.5622,,,,,
2500,17.14,24.00%,0.0008,1302640,1042.112,,,,,
2501,22.74,9.41%,0.0068,2060016.6,14008.11288,,,,,
2502,22.4,25.60%,0.0047,1666560,7832.832,,,,,
2503,2.85,12.04%,0.0048,250686,1203.2928,,,,,
2504,9.74,4.38%,0.0032,931338.8,2980.28416,,,,,
2505,13.25,5.60%,0.0099,1250800,12382.92,,,,,
2506,11,32.94%,0.0036,737660,2655.576,,,,,
2507,2.3,0.65%,0.0036,228505,822.618,,,,,
2508,19.58,19.73%,0.0064,1571686.6,10058.79424,,,,,
2509,0.91,36.35%,0.0036,57921.5,208.5174,,,,,
2510,6.64,36.16%,0.0055,423897.6,2331.4368,,,,,
2511,14.86,35.61%,0.0021,956835.4,2009.35434,,,,,
2512,2.68,30.11%,0.004,187305.2,749.2208,,,,,
2513,4.11,39.11%,0.008,250257.9,2002.0632,,,,,
2514,17.9,1.24%,0.0093,1767804,16440.5772,,,,,
2515,9.31,8.90%,0.0092,848141,7802.8972,,,,,
2516,22.68,31.82%,0.009,1546322.4,13916.9016,,,,,
2517,21.43,23.05%,0.0031,1649038.5,5112.01935,,,,,
2518,4.13,19.27%,0.0054,333414.9,1800.44046,,,,,
2519,10.89,25.57%,0.0069,810542.7,5592.74463,,,,,
2520,15.53,33.03%,0.0035,1040044.1,3640.15435,,,,,
2521,4.93,3.66%,0.0097,474956.2,4607.07514,,,,,
2522,8.04,25.87%,0.0074,596005.2,4410.43848,,,,,
2523,1,10.66%,0.0047,89340,419.898,,,,,
2524,3.72,22.92%,0.0089,286737.6,2551.96464,,,,,
2525,2.18,36.51%,0.0073,138408.2,1010.37986,,,,,
2526,1.41,18.22%,0.0099,115309.8,1141.56702,,,,,
2527,10.64,18.52%,0.0092,866947.2,7975.91424,,,,,
2528,2.9,32.38%,0.0046,196098,902.0508,,,,,
2529,17.67,26.21%,0.0093,1303869.3,12125.98449,,,,,
2530,20.37,4.94%,0.0027,1936372.2,5228.20494,,,,,
2531,4.18,34.85%,0.0052,272327,1416.1004,,,,,
2532,15.65,17.82%,0.008,1286117,10288.936,,,,,
2533,17.44,32.86%,0.0072,1170921.6,8430.63552,,,,,
2534,17.39,24.32%,0.0048,1316075.2,6317.16096,,,,,
2535,1.76,36.05%,0.0007,112552,78.7864,,,,,
2536,23.44,37.32%,0.0032,1469219.2,4701.50144,,,,,
2537,19.97,9.57%,0.0073,1805887.1,13182.97583,,,,,
2538,20.14,23.67%,0.0044,1537286.2,6764.05928,,,,,
2539,0.16,39.67%,0.0095,9652.8,91.7016,,,,,
2540,4.88,18.50%,0.006,397720,2386.32,,,,,
2541,7.35,21.97%,0.0053,573520.5,3039.65865,,,,,
2542,14.13,33.93%,0.0005,933569.1,466.78455,,,,,
2543,5.61,0.46%,0.0063,558419.4,3518.04222,,,,,
2544,12.52,39.17%,0.0049,761591.6,3731.79884,,,,,
2545,21.83,3.03%,0.0056,2116855.1,11854.38856,,,,,
2546,21.39,13.23%,0.0085,1856010.3,15776.08755,,,,,
2547,24.23,6.15%,0.0048,2273985.5,10915.1304,,,,,
2548,22.12,28.72%,0.0059,1576713.6,9302.61024,,,,,
2549,19.89,16.13%,0.0043,1668174.3,7173.14949,,,,,
2550,20.39,0.58%,0.0021,2027173.8,4257.06498,,,,,
2551,16.22,15.36%,0.0048,1372860.8,6589.73184,,,,,
2552,20.76,28.82%,0.0021,1477696.8,3103.16328,,,,,
2553,20.39,34.93%,0.0035,1326777.3,4643.72055,,,,,
2554,20.34,18.34%,0.0077,1660964.4,12789.42588,,,,,
2555,1.78,11.57%,0.0019,157405.4,299.07026,,,,,
2556,4.94,14.79%,0.0081,420937.4,3409.59294,,,,,
2557,7.71,29.69%,0.0094,542090.1,5095.64694,,,,,
2558,11.06,16.75%,0.0014,920745,1289.043,,,,,
2559,9.04,8.63%,0.0057,825984.8,4708.11336,,,,,
2560,17.04,31.43%,0.001,1168432.8,1168.4328,,,,,
2561,20.98,31.95%,0.008,1427689,11421.512,,,,,
2562,1.58,20.53%,0.0089,125562.6,1117.50714,,,,,
2563,5.07,0.47%,0.0071,504617.1,3582.78141,,,,,
2564,4.81,15.87%,0.0027,404665.3,1092.59631,,,,,
2565,18.39,38.15%,0.0039,1137421.5,4435.94385,,,,,
2566,18.3,21.52%,0.0064,1436184,9191.5776,,,,,
2567,24.69,16.52%,0.0022,2061121.2,4534.46664,,,,,
2568,17.82,22.12%,0.0071,1387821.6,9853.53336,,,,,
2569,22.35,27.05%,0.0001,1630432.5,163.04325,,,,,
2570,2.15,22.43%,0.0016,166775.5,266.8408,,,,,
2571,11.91,10.13%,0.0093,1070351.7,9954.27081,,,,,
2572,23.87,22.22%,0.0037,1856608.6,6869.45182,,,,,
2573,0.75,25.49%,0.0099,55882.5,553.23675,,,,,
2574,8.11,2.83%,0.0093,788048.7,7328.85291,,,,,
2575,23.45,2.55%,0.0016,2285202.5,3656.324,,,,,
2576,24.54,10.41%,0.0072,2198538.6,15829.47792,,,,,
2577,5.77,32.62%,0.009,388782.6,3499.0434,,,,,
2578,6.36,25.82%,0.0041,471784.8,1934.31768,,,,,
2579,12.58,0.19%,0.0085,1255609.8,10672.6833,,,,,
2580,3.66,2.59%,0.0059,356520.6,2103.47154,,,,,
2581,5.11,4.91%,0.0093,485909.9,4518.96207,,,,,
2582,3.86,3.08%,0.0036,374111.2,1346.80032,,,,,
2583,17.5,29.03%,0.0085,1241975,10556.7875,,,,,
2584,19.1,5.36%,0.0055,1807624,9941.932,,,,,
2585,6.87,9.70%,0.0083,620361,5148.9963,,,,,
2586,14.18,28.77%,0.0087,1010041.4,8787.36018,,,,,
2587,3.09,10.49%,0.0013,276585.9,359.56167,,,,,
2588,12.04,39.91%,0.0073,723483.6,5281.43028,,,,,
2589,20.66,28.58%,0.0092,1475537.2,13574.94224,,,,,
2590,3.81,0.51%,0.0024,379056.9,909.73656,,,,,
2591,12.67,35.38%,0,818735.4,0,,,,,
2592,20.53,35.64%,0.0004,1321310.8,528.52432,,,,,
2593,6.64,28.74%,0.0043,473166.4,2034.61552,,,,,
2594,1.46,36.39%,0.0024,92870.6,222.88944,,,,,
2595,13.38,34.71%,0.0023,873580.2,2009.23446,,,,,
2596,1.25,36.93%,0.003,78837.5,236.5125,,,,,
2597,7.1,30.73%,0.0003,491817,147.5451,,,,,
2598,4.84,4.62%,0.0045,461639.2,2077.3764,,,,,
2599,11.75,0.35%,0.0074,1170887.5,8664.5675,,,,,
2600,16.78,3.15%,0.0003,1625143,487.5429,,,,,
2601,2.21,1.17%,0.0074,218414.3,1616.26582,,,,,
2602,10.85,3.67%,0.0045,1045180.5,4703.31225,,,,,
2603,9.59,30.36%,0.0038,667847.6,2537.82088,,,,,
2604,19.54,25.95%,0.0003,1446937,434.0811,,,,,
2605,16.48,6.44%,0.0051,1541868.8,7863.53088,,,,,
2606,21.68,16.52%,0.0098,1809846.4,17736.49472,,,,,
2607,13.25,16.87%,0.0085,1101472.5,9362.51625,,,,,
2608,21.97,33.26%,0.0059,1466277.8,8651.03902,,,,,
2609,3.89,28.64%,0.0025,277590.4,693.976,,,,,
2610,8.49,18.22%,0.0041,694312.2,2846.68002,,,,,
2611,11.17,38.10%,0.008,691423,5531.384,,,,,
2612,1.72,8.82%,0.0022,156829.6,345.02512,,,,,
2613,18.5,26.10%,0.0039,1367150,5331.885,,,,,
2614,4.8,20.74%,0.0046,380448,1750.0608,,,,,
2615,2.06,29.16%,0.0085,145930.4,1240.4084,,,,,
2616,20.58,28.35%,0.001,1474557,1474.557,,,,,
2617,9.23,10.72%,0.0043,824054.4,3543.43392,,,,,
2618,4.88,24.48%,0.0054,368537.6,1990.10304,,,,,
2619,23.97,35.97%,0.0059,1534799.1,9055.31469,,,,,
2620,18.12,14.53%,0.003,1548716.4,4646.1492,,,,,
2621,4.15,33.11%,0.0034,277593.5,943.8179,,,,,
2622,21.08,39.83%,0.0009,1268383.6,1141.54524,,,,,
2623,14.01,18.70%,0.0078,1139013,8884.3014,,,,,
2624,13.73,30.74%,0.0018,950939.8,1711.69164,,,,,
2625,16.44,30.02%,0.0036,1150471.2,4141.69632,,,,,
2626,6.09,30.59%,0.0072,422706.9,3043.48968,,,,,
2627,10.95,28.86%,0.0059,778983,4595.9997,,,,,
2628,18.18,35.40%,0.0056,1174428,6576.7968,,,,,
2629,16.07,23.85%,0.0063,1223730.5,7709.50215,,,,,
2630,9.86,4.75%,0.0021,939165,1972.2465,,,,,
2631,3.32,13.59%,0.0011,286881.2,315.56932,,,,,
2632,21.31,13.68%,0.0085,1839479.2,15635.5732,,,,,
2633,14.98,28.18%,0.0006,1075863.6,645.51816,,,,,
2634,16.55,2.31%,0.0016,1616769.5,2586.8312,,,,,
2635,10.83,29.00%,0.0017,768930,1307.181,,,,,
2636,22.97,15.32%,0.0041,1945099.6,7974.90836,,,,,
2637,9.23,26.05%,0.0021,682558.5,1433.37285,,,,,
2638,15.64,15.17%,0.005,1326741.2,6633.706,,,,,
2639,4.01,1.76%,0.0089,393942.4,3506.08736,,,,,
2640,16.04,2.02%,0.0011,1571599.2,1728.75912,,,,,
2641,19.26,34.00%,0.0061,1271160,7754.076,,,,,
2642,8.07,1.43%,0.0015,795459.9,1193.18985,,,,,
2643,22.9,8.55%,0.0078,2094205,16334.799,,,,,
2644,6.29,9.56%,0.0066,568867.6,3754.52616,,,,,
2645,13.37,5.39%,0.0075,1264935.7,9487.01775,,,,,
2646,3.12,14.57%,0.0028,266541.6,746.31648,,,,,
2647,7.91,13.60%,0.0037,683424,2528.6688,,,,,
2648,21.52,29.18%,0.0047,1524046.4,7163.01808,,,,,
2649,22.68,19.51%,0.0078,1825513.2,14239.00296,,,,,
2650,15.15,33.02%,0.0003,1014747,304.4241,,,,,
2651,14.29,21.42%,0.0083,1122908.2,9320.13806,,,,,
2652,9.78,39.76%,0.0013,589147.2,765.89136,,,,,
2653,0.19,5.80%,0.0012,17898,21.4776,,,,,
2654,22.28,22.81%,0.0048,1719793.2,8255.00736,,,,,
2655,1.34,21.92%,0.0047,104627.2,491.74784,,,,,
2656,8.34,4.53%,0.0025,796219.8,1990.5495,,,,,
2657,11.85,28.11%,0.0088,851896.5,7496.6892,,,,,
2658,23.39,7.01%,0.0082,2175036.1,17835.29602,,,,,
2659,7.61,27.92%,0.002,548528.8,1097.0576,,,,,
2660,7.36,31.13%,0.0023,506883.2,1165.83136,,,,,
2661,2,24.56%,0.0055,150880,829.84,,,,,
2662,5.96,16.93%,0.0058,495097.2,2871.56376,,,,,
2663,12.71,12.48%,0.0029,1112379.2,3225.89968,,,,,
2664,23.68,25.04%,0.0087,1775052.8,15442.95936,,,,,
2665,16.1,28.75%,0.0036,1147125,4129.65,,,,,
2666,24.85,0.67%,0.0003,2468350.5,740.50515,,,,,
2667,8.23,14.70%,0.0016,702019,1123.2304,,,,,
2668,15.99,13.60%,0.0086,1381536,11881.2096,,,,,
2669,21.31,29.65%,0.0032,1499158.5,4797.3072,,,,,
2670,21.72,32.44%,0.0001,1467403.2,146.74032,,,,,
2671,20.1,22.04%,0.005,1566996,7834.98,,,,,
2672,13.77,4.40%,0.0022,1316412,2896.1064,,,,,
2673,21.96,23.52%,0.0047,1679500.8,7893.65376,,,,,
2674,14.37,12.96%,0.0021,1250764.8,2626.60608,,,,,
2675,13.82,3.27%,0.0043,1336808.6,5748.27698,,,,,
2676,23.75,19.01%,0.0083,1923512.5,15965.15375,,,,,
2677,22.36,1.84%,0.0027,2194857.6,5926.11552,,,,,
2678,1.91,33.81%,0.009,126422.9,1137.8061,,,,,
2679,7.41,22.33%,0.01,575534.7,5755.347,,,,,
2680,20.45,13.74%,0.0085,1764017,14994.1445,,,,,
2681,8.59,17.07%,0.0051,712368.7,3633.08037,,,,,
2682,4.6,15.47%,0.0083,388838,3227.3554,,,,,
2683,0.79,31.27%,0.0068,54296.7,369.21756,,,,,
2684,15.98,4.92%,0.0095,1519378.4,14434.0948,,,,,
2685,2.09,12.50%,0.0031,182875,566.9125,,,,,
2686,5.67,19.33%,0.0063,457398.9,2881.61307,,,,,
2687,0.37,17.64%,0.0094,30473.2,286.44808,,,,,
2688,18,0.99%,0.0024,1782180,4277.232,,,,,
2689,15.65,22.47%,0.0072,1213344.5,8736.0804,,,,,
2690,21.79,9.23%,0.0099,1977878.3,19580.99517,,,,,
2691,0.43,15.52%,0.0077,36326.4,279.71328,,,,,
2692,13.47,27.78%,0.0075,972803.4,7296.0255,,,,,
2693,17.1,15.19%,0.0035,1450251,5075.8785,,,,,
2694,21.14,20.68%,0.0083,1676824.8,13917.64584,,,,,
2695,22.85,38.46%,0.0018,1406189,2531.1402,,,,,
2696,11.31,28.86%,0.0042,804593.4,3379.29228,,,,,
2697,8.2,35.08%,0.0005,532344,266.172,,,,,
2698,3.13,39.53%,0.0054,189271.1,1022.06394,,,,,
2699,0.02,20.35%,0.0034,1593,5.4162,,,,,
2700,8.05,24.81%,0.0073,605279.5,4418.54035,,,,,
2701,14.83,4.35%,0.0071,1418489.5,10071.27545,,,,,
2702,19.04,5.55%,0.0095,1798328,17084.116,,,,,
2703,1.26,21.94%,0.0021,98355.6,206.54676,,,,,
2704,20.36,36.98%,0.0042,1283087.2,5388.96624,,,,,
2705,11.74,14.83%,0.0017,999895.8,1699.82286,,,,,
2706,18.44,20.34%,0.0006,1468930.4,881.35824,,,,,
2707,18.66,0.85%,0.0053,1850139,9805.7367,,,,,
2708,13.39,23.14%,0.0004,1029155.4,411.66216,,,,,
2709,14.18,19.45%,0.0082,1142199,9366.0318,,,,,
2710,2.31,21.11%,0.0077,182235.9,1403.21643,,,,,
2711,15.86,26.22%,0.0032,1170150.8,3744.48256,,,,,
2712,22.76,26.77%,0.0091,1666714.8,15167.10468,,,,,
2713,9.95,13.33%,0.0019,862366.5,1638.49635,,,,,
2714,6.56,18.04%,0.0017,537657.6,914.01792,,,,,
2715,16.48,5.88%,0.0097,1551097.6,15045.64672,,,,,
2716,11.8,9.20%,0.0082,1071440,8785.808,,,,,
2717,15.55,21.82%,0.0054,1215699,6564.7746,,,,,
2718,16.06,27.18%,0.0041,1169489.2,4794.90572,,,,,
2719,11.56,22.47%,0.0062,896246.8,5556.73016,,,,,
2720,20.71,27.09%,0.0071,1509966.1,10720.75931,,,,,
2721,4.27,1.13%,0.0068,422174.9,2870.78932,,,,,
2722,22.06,15.29%,0.0087,1868702.6,16257.71262,,,,,
2723,8.5,20.70%,0.0084,674050,5662.02,,,,,
2724,21.05,7.15%,0.0039,1954492.5,7622.52075,,,,,
2725,0.02,6.18%,0.0037,1876.4,6.94268,,,,,
2726,9.97,1.29%,0.0059,984138.7,5806.41833,,,,,
2727,23.18,29.99%,0.0054,1622831.8,8763.29172,,,,,
2728,0.21,34.75%,0.0008,13702.5,10.962,,,,,
2729,11.87,23.22%,0.0087,911378.6,7928.99382,,,,,
2730,8.8,26.04%,0.0091,650848,5922.7168,,,,,
2731,12.88,0.28%,0.0023,1284393.6,2954.10528,,,,,
2732,17.75,0.37%,0.0044,1768432.5,7781.103,,,,,
2733,8.64,25.43%,0.0038,644284.8,2448.28224,,,,,
2734,24.81,4.91%,0.0046,2359182.9,10852.24134,,,,,
2735,10.61,8.13%,0.0007,974740.7,682.31849,,,,,
2736,8.83,33.00%,0.006,591610,3549.66,,,,,
2737,14.66,13.95%,0.0018,1261493,2270.6874,,,,,
2738,8.25,5.95%,0.0003,775912.5,232.77375,,,,,
2739,22.22,38.42%,0.0068,1368307.6,9304.49168,,,,,
2740,14.06,21.69%,0.0054,1101038.6,5945.60844,,,,,
2741,15.3,2.73%,0.0071,1488231,10566.4401,,,,,
2742,8.01,37.59%,0.0053,499904.1,2649.49173,,,,,
2743,22.72,10.74%,0.0086,2027987.2,17440.68992,,,,,
2744,22.8,38.51%,0.007,1401972,9813.804,,,,,
2745,12.19,38.01%,0.0052,755658.1,3929.42212,,,,,
2746,1.67,16.08%,0.006,140146.4,840.8784,,,,,
2747,15.41,18.67%,0.0013,1253295.3,1629.28389,,,,,
2748,9.76,26.37%,0.0028,718628.8,2012.16064,,,,,
2749,8.05,2.62%,0.0076,783909,5957.7084,,,,,
2750,17.71,2.33%,0.0006,1729735.7,1037.84142,,,,,
2751,8.24,23.03%,0.0012,634232.8,761.07936,,,,,
2752,0.45,1.55%,0.0067,44302.5,296.82675,,,,,
2753,4.62,0.25%,0.0088,460845,4055.436,,,,,
2754,0.5,22.70%,0.0041,38650,158.465,,,,,
2755,21.87,15.32%,0.0093,1851951.6,17223.14988,,,,,
2756,5.28,15.79%,0.0064,444628.8,2845.62432,,,,,
2757,6.85,36.77%,0.0035,433125.5,1515.93925,,,,,
2758,1.2,23.39%,0.0087,91932,799.8084,,,,,
2759,7.08,1.95%,0.0014,694194,971.8716,,,,,
2760,5.63,20.27%,0.01,448879.9,4488.799,,,,,
2761,9.56,31.76%,0.0045,652374.4,2935.6848,,,,,
2762,11.37,15.61%,0.0008,959514.3,767.61144,,,,,
2763,20.8,13.28%,0.0005,1803776,901.888,,,,,
2764,11.78,37.75%,0.0041,733305,3006.5505,,,,,
2765,17.11,12.73%,0.0047,1493189.7,7017.99159,,,,,
2766,23.25,24.77%,0.0056,1749097.5,9794.946,,,,,
2767,3.95,39.28%,0.0048,239844,1151.2512,,,,,
2768,20.8,39.30%,0.0012,1262560,1515.072,,,,,
2769,8.48,31.07%,0.007,584526.4,4091.6848,,,,,
2770,6.88,33.02%,0.0064,460822.4,2949.26336,,,,,
